Bx(nT),By(nT),Bz(nT),Sampling frequency (Hz)
8833.15,2688.37,57770.62,
8834.49,2689.38,57771.27,
8835.49,2691.41,57773.09,
8833.55,2688.82,57770.37,
8833.82,2687.47,57768.5,
8833.35,2687.58,57768.8,
8833.55,2689.56,57770.55,
8831.96,2687.36,57768.28,
8835.38,2692.56,57773.02,
8835.45,2691.78,57771.93,
8836.37,2691.61,57771.63,
8840.16,2695.95,57775.27,
8834.9,2690.05,57769.86,
8833.71,2688.76,57768.29,
8837.3,2693.32,57772.63,
8839.38,2697.82,57777,
8834.75,2690.42,57769.48,
8835.97,2692.69,57771.66,
8833.87,2688.99,57767.85,
8841.96,2699.29,57777.45,
8838.33,2693.54,57771.61,
8836.39,2691.96,57770.26,
8836.99,2691.85,57769.68,
8839.99,2697.48,57775.43,
8842.11,2700.71,57778.16,
8835,2690.21,57767.84,
8835.68,2692.72,57770.25,
8835.57,2692.42,57769.95,
8834.82,2691.16,57768.7,
8840.24,2696.65,57773.25,
8840.53,2698.11,57774.8,
8836.91,2693.25,57769.75,
8840.61,2697.79,57774.09,
8839.75,2697.06,57773.2,
8838.25,2694.33,57770.16,
8836.22,2692.57,57768.59,
8841,2699.15,57774.46,
8841.16,2697.98,57773.2,
8848.99,2706.94,57781.28,
8838.18,2693.59,57768.47,
8839.56,2696.73,57771.6,
8843.32,2702.13,57776.59,
8838.12,2693.54,57767.86,
8838.17,2694.79,57769.29,
8840.81,2698.32,57772.53,
8841.71,2698.73,57772.55,
8841.96,2701.17,57775.47,
8842.2,2700.71,57774.41,
8838.54,2695.76,57769.43,
8841.12,2697.55,57770.9,
8838.33,2695.28,57768.86,
8838.92,2694.79,57768.08,
8841.92,2698.92,57771.97,
8841.08,2698.69,57771.78,
8840.06,2697.33,57770.31,
8845.12,2702.2,57774.37,
8840.96,2696.77,57769.24,
8838.29,2694.73,57767.67,
8848.99,2707.64,57779.46,
8843.4,2700.22,57772.24,
8842.08,2699.69,57771.83,
8844.1,2702.17,57774.13,
8841.36,2697.24,57769.09,
8839.35,2695.79,57767.77,
8842.21,2699.85,57771.57,
8839.63,2694.1,57765.47,
8842.56,2699.87,57771.74,
8843.51,2699.66,57770.78,
8843.05,2700.65,57771.97,
8839.34,2695.72,57767.2,
8844.5,2701.89,57773.01,
8843.34,2700.18,57771.22,
8844.39,2701.82,57772.86,
8841.42,2699.83,57771.3,
8848.06,2706.1,57777,
8843.79,2701.69,57772.71,
8843.44,2700.13,57770.93,
8836.55,2693.99,57765.88,
8843.59,2701.28,57772.36,
8842.81,2699.72,57770.77,
8846.73,2705.1,57776,
8846.8,2705.77,57776.73,
8845.88,2703.94,57774.92,
8841.58,2699.55,57770.9,
8847.75,2706.68,57777.63,
8845.33,2703.23,57774.28,
8843.91,2699.85,57770.9,
8847.24,2704.18,57775.27,
8842.67,2699.81,57771.14,
8841.6,2698.83,57770.6,
8840.33,2698.58,57770.6,
8841.52,2699.52,57771.64,
8847.73,2705.44,57776.77,
8842.55,2699.54,57771.44,
8844,2700.59,57772.43,
8848,2705.05,57776.46,
8844.26,2699.98,57771.63,
8842.17,2698.61,57770.83,
8844.09,2700.1,57771.98,
8848.08,2706.43,57778.28,
8845.5,2703.39,57775.47,
8841.45,2698.48,57770.8,
8841.95,2700.22,57772.78,
8841.8,2699.76,57772.43,
8840.59,2698.29,57771.05,
8845.22,2703.16,57775.58,
8844.28,2701.51,57774.04,
8844.56,2700.8,57773.21,
8844.06,2701.66,57774.25,
8841.54,2699.22,57772.14,
8841.55,2699.22,57772.39,
8846.83,2705.28,57778.14,
8844.44,2702.17,57775.3,
8842.94,2699.19,57772.16,
8845.04,2703.24,57776.39,
8842.91,2701.35,57774.63,
8842.27,2699.28,57772.59,
8839.41,2696.33,57769.87,
8845.09,2703.16,57776.59,
8840.67,2697.86,57771.56,
8845.93,2704.63,57778.12,
8841.08,2698.6,57772.42,
8843.72,2702.55,57776.56,
8837.7,2695.77,57770.37,
8844.59,2702.35,57776.33,
8840.76,2698.49,57772.86,
8840.27,2698.8,57773.35,
8841.22,2700.54,57775.28,
8843.04,2700.47,57774.71,
8842.23,2699.88,57774.49,
8834.77,2692.4,57767.98,
8844.38,2701.02,57775.59,
8846.16,2704.05,57778.56,
8840.79,2697.13,57772.04,
8845.33,2702.42,57777.18,
8840.85,2697.11,57772.27,
8846.16,2703.49,57778.32,
8842.65,2700.46,57775.88,
8844.92,2702.02,57777.22,
8841.3,2697.8,57773.54,
8847.17,2704.74,57780.23,
8843.4,2700.54,57776.23,
8839.04,2695.53,57771.64,
8844.41,2702.01,57777.86,
8843,2699.3,57775.19,
8839.8,2694.96,57771.21,
8840.58,2696.12,57772.32,
8839.17,2695.6,57772.31,
8840.48,2697.05,57773.84,
8840.2,2698.56,57775.55,
8841.71,2698.85,57775.64,
8842.88,2699.01,57775.61,
8843.59,2699.39,57775.81,
8842.56,2700.32,57777.4,
8843.79,2699.12,57775.76,
8844.66,2702.3,57779.23,
8845.29,2703.58,57780.43,
8835.76,2690.95,57768.35,
8841.37,2698.96,57776.41,
8843.99,2701.69,57778.89,
8841.54,2698.13,57775.46,
8844.98,2701.83,57779.08,
8845.49,2702.41,57779.61,
8841.05,2697.38,57775.04,
8840.04,2696.1,57773.74,
8839.63,2694.96,57772.66,
8841.82,2698.01,57775.93,
8839.24,2695.52,57773.82,
8843.9,2698.97,57776.64,
8841.86,2699.61,57778.07,
8840.01,2697.51,57776.13,
8845.75,2702.16,57780.17,
8844.34,2700.52,57778.53,
8844.82,2699.9,57777.97,
8841.33,2696.2,57774.48,
8839.25,2694.87,57773.82,
8843.28,2700.24,57778.86,
8839.8,2694.69,57773.61,
8841.6,2698.96,57778.02,
8841.4,2697.73,57776.84,
8840.55,2696.18,57775.24,
8842.5,2696.58,57775.45,
8839.38,2693.92,57773.11,
8839.07,2694.34,57773.71,
8837.61,2693.02,57772.73,
8838.08,2693.98,57773.81,
8843.22,2697.73,57776.81,
8842.79,2698.53,57777.82,
8838.31,2693.02,57772.6,
8834.99,2688.64,57768.76,
8840.91,2695.07,57774.66,
8844.06,2701.72,57781.59,
8843.84,2698.3,57777.63,
8842.71,2698.26,57778.34,
8843.61,2700.1,57780.15,
8841.23,2697.09,57777.35,
8845.36,2700.18,57779.85,
8842.6,2696.54,57776.44,
8845.04,2699.55,57779.21,
8839.25,2691.96,57772.33,
8843.62,2698.08,57778.17,
8842.34,2697.44,57777.69,
8838.81,2692,57772.58,
8840.41,2695.38,57776.03,
8841.25,2697.03,57777.96,
8843.76,2699.17,57779.72,
8840.65,2695.32,57776.02,
8842.82,2698.34,57779.12,
8840.05,2694.82,57775.92,
8838.8,2693.06,57774.04,
8841.73,2695.76,57776.61,
8845.97,2701.23,57781.81,
8842.88,2700.17,57781.53,
8847.26,2703.69,57784.53,
8844.86,2699.82,57780.83,
8844.08,2698,57778.85,
8842.79,2696.6,57777.73,
8839.01,2693.19,57774.82,
8841.24,2695.33,57777.01,
8845.63,2700.79,57782.14,
8843.93,2699.41,57780.94,
8842.79,2695.97,57777.41,
8846.33,2700.11,57781.42,
8841.6,2695.36,57777.26,
8841.73,2696.18,57778.25,
8845.65,2700.25,57782.01,
8848.99,2704,57785.59,
8847.58,2702.91,57784.46,
8840.02,2693.27,57775.36,
8839.79,2692.59,57774.7,
8838.35,2691.25,57773.71,
8839.57,2692.92,57775.54,
8842.41,2695.83,57778.03,
8842.77,2695.86,57777.96,
8843.34,2695.93,57778.24,
8842.41,2695.2,57777.44,
8849.22,2703.94,57785.73,
8841.11,2693.75,57776.11,
8844.72,2698.16,57780.47,
8840.23,2692.92,57775.64,
8842.63,2696.15,57778.61,
8837.32,2690.12,57773.21,
8842.26,2696.22,57778.77,
8846.38,2699.55,57781.69,
8846.4,2700.21,57782.49,
8842.96,2697.35,57780.26,
8843.07,2698.08,57781.04,
8841.16,2693.3,57775.94,
8845.1,2699.18,57781.69,
8840.87,2693.6,57776.47,
8842.89,2695.19,57777.91,
8842.94,2696.16,57778.99,
8841.8,2695.12,57778.02,
8840.6,2692.38,57775.22,
8839.84,2691.7,57774.61,
8841.38,2691.92,57774.63,
8842.11,2695.99,57779.16,
8843.49,2696.4,57779.3,
8844.29,2696.44,57779.13,
8841.68,2694.52,57777.52,
8843.1,2695.87,57778.93,
8841.42,2693.65,57776.79,
8846.75,2700.55,57783.39,
8844.08,2696.63,57779.57,
8844.85,2698,57780.74,
8842.24,2693.29,57776.21,
8843.82,2696.07,57779.07,
8848.56,2701.01,57783.49,
8840.29,2691.56,57774.73,
8849.34,2701.67,57783.91,
8841.79,2692.82,57775.66,
8840.76,2691.77,57774.94,
8837.67,2688.36,57771.65,
8841.62,2693.08,57776.22,
8842.82,2693.7,57776.31,
8842.34,2693.19,57775.99,
8840.56,2692.29,57775.41,
8838.29,2690.87,57774.19,
8842.61,2695.13,57777.94,
8842.22,2693.29,57776.07,
8841.25,2694.12,57777.32,
8843.07,2696.08,57778.94,
8841.23,2692.73,57775.71,
8844.81,2697.53,57780.27,
8845.38,2696.42,57778.69,
8843.76,2696.79,57779.59,
8840.8,2691.38,57773.96,
8843.3,2694.5,57777.04,
8841.1,2691.8,57774.45,
8846.11,2698.84,57781.09,
8845.38,2697.97,57780.15,
8845.91,2698.55,57780.81,
8843.33,2694.76,57777.03,
8848.36,2700.86,57782.8,
8847.8,2700.17,57782,
8848.95,2701.38,57782.88,
8843.85,2696.17,57778.27,
8844.8,2696.96,57778.91,
8842.58,2694.89,57777.29,
8847.5,2700.02,57781.65,
8844.37,2696.1,57777.88,
8844.07,2695.2,57776.9,
8844.54,2697.16,57779.18,
8845.82,2698.41,57780.06,
8844.88,2696.28,57777.84,
8843.09,2694.76,57776.48,
8846.21,2697.86,57779.33,
8848.8,2702.13,57783.24,
8843.13,2695.03,57776.67,
8841.36,2693.03,57774.75,
8845.51,2698.16,57779.57,
8845.13,2695.46,57776.59,
8842.58,2695.71,57777.48,
8843.8,2695.43,57776.7,
8840.79,2693.44,57775.42,
8847,2700.39,57781.64,
8846.1,2697.88,57778.92,
8844.43,2696.53,57777.71,
8846.17,2699.16,57780.3,
8845.32,2696.93,57777.97,
8840.25,2691.95,57773.54,
8845.38,2698.91,57780.21,
8843.66,2694.66,57775.68,
8845.29,2696.87,57777.89,
8845.75,2698.12,57779.11,
8844.08,2696.03,57777.09,
8842.48,2693.77,57774.91,
8845.41,2696.31,57777.06,
8839.01,2689.76,57771.23,
8844.37,2695.61,57776.62,
8844.03,2696.05,57777.1,
8845.86,2698.2,57778.9,
8843.61,2694.19,57774.9,
8842.55,2693.22,57774.07,
8848.12,2701.38,57782.13,
8846.83,2698.19,57778.86,
8847.32,2699.78,57780.25,
8845.94,2697.55,57777.97,
8844.1,2696.15,57776.86,
8843.65,2694.43,57774.94,
8846.78,2698.04,57778.36,
8843.98,2694.73,57775.07,
8843.12,2694,57774.45,
8845.32,2697.13,57777.44,
8844.91,2695.9,57776.15,
8844.22,2696.82,57777.23,
8841.01,2692.03,57772.56,
8847.3,2700.14,57780.45,
8847.38,2699.17,57778.92,
8845.48,2696.83,57776.73,
8842.62,2693.39,57773.5,
8843.46,2694.02,57774.07,
8845.75,2697.47,57777.28,
8846.56,2697.82,57777.59,
8844.51,2695.45,57775.21,
8840.5,2689.86,57770.02,
8846.73,2698.47,57778.11,
8841.7,2693.87,57774.19,
8844.16,2695.92,57775.64,
8840.97,2691.18,57771.14,
8841.6,2692.45,57772.27,
8844.74,2695.58,57775.2,
8843.53,2692.14,57771.34,
8843.77,2694.73,57774.58,
8848.03,2699.87,57779.01,
8845.82,2697.9,57777.18,
8842.02,2693.31,57772.93,
8849.81,2702.88,57782.14,
8849.54,2701.31,57779.95,
8840,2689.24,57768.58,
8847.26,2699.04,57778.23,
8848.02,2699.98,57778.91,
8843.44,2693.93,57773,
8847.11,2697.71,57776.44,
8847.3,2698.39,57777.21,
8849.47,2701.01,57779.48,
8846.53,2696.94,57775.68,
8845.57,2696.36,57775.13,
8848.18,2699.67,57778.34,
8844.09,2694.16,57772.97,
8843.14,2693.25,57772.15,
8844.66,2694.49,57773.16,
8848.6,2699.19,57777.59,
8849.42,2700.62,57778.96,
8844.18,2694.4,57773.21,
8844.69,2694.41,57772.9,
8846.49,2697.31,57775.98,
8846,2696.03,57774.43,
8843.88,2695.1,57773.81,
8841.78,2692.52,57771.44,
8848.47,2699.66,57778.04,
8846.89,2697.3,57775.73,
8848.79,2698.58,57776.36,
8847.24,2696.79,57775.03,
8850.06,2699.38,57777.34,
8847.96,2698.1,57776.04,
8848.19,2697.35,57775.27,
8854.01,2705.7,57783.46,
8847.3,2697.69,57775.91,
8845.03,2695.71,57774.18,
8845.27,2694.05,57772.1,
8848.69,2698.99,57776.98,
8851.31,2701.13,57778.75,
8849.65,2700.3,57778.34,
8853.58,2704.73,57782.57,
8850.59,2700.85,57778.54,
8848.8,2699.05,57776.94,
8847.13,2697.73,57775.85,
8847.03,2695.3,57773.13,
8845.68,2695.66,57773.9,
8846.1,2695.58,57773.73,
8853.79,2703.18,57780.57,
8845.25,2694.18,57772.41,
8851.89,2700.69,57778.02,
8852.15,2700.64,57777.93,
8850.8,2699.18,57776.61,
8849.69,2697.02,57774.39,
8849.5,2699.36,57777.06,
8850.72,2699.46,57776.95,
8849.27,2699.29,57777.1,
8851.32,2700.13,57777.49,
8848.25,2697.38,57775.18,
8846.88,2696.94,57774.92,
8844.26,2692.97,57771.08,
8850.21,2697.81,57775.18,
8845.61,2693.11,57770.89,
8848.82,2696.41,57773.94,
8851.44,2700.11,57777.51,
8847.88,2696.59,57774.11,
8844.46,2692.39,57770.54,
8849.53,2698.51,57776.14,
8851.59,2700.65,57778.04,
8848.08,2696.72,57774.28,
8845.42,2693.59,57771.41,
8851.47,2700.06,57777.23,
8846.41,2693.51,57770.95,
8849.53,2697.69,57775.03,
8851.5,2697.96,57775,
8849.86,2697.67,57775,
8852.66,2700.89,57778.14,
8849.94,2697.83,57774.97,
8857.44,2707.27,57783.98,
8850.93,2698.11,57774.94,
8846.69,2693.89,57771.51,
8849.43,2697.02,57774.23,
8844.6,2691.64,57769.14,
8848.43,2695.35,57772.53,
8850.94,2698.54,57775.62,
8846.72,2693.99,57771.43,
8846.94,2693.95,57771.47,
8848.38,2693.56,57770.68,
8853.09,2699.91,57776.77,
8855.18,2702.45,57779.09,
8852.9,2700.99,57777.83,
8848.83,2697.75,57775.3,
8853.27,2700.89,57777.87,
8852.92,2699.87,57776.84,
8851.96,2698.41,57775.51,
8852.53,2700.1,57777.28,
8849.58,2696.82,57774.2,
8848.84,2695.69,57773.13,
8852.71,2698.96,57775.84,
8853.56,2700.46,57777.68,
8851.27,2698.32,57775.67,
8854.2,2701.35,57778.37,
8856.28,2704.43,57781.73,
8851.21,2697.98,57775.19,
8856,2701.97,57778.78,
8855.21,2701.94,57779.04,
8851.83,2697.02,57774.43,
8855.93,2704.14,57781.72,
8853.66,2700.31,57777.66,
8850.24,2696.05,57773.81,
8856.15,2704.34,57782.07,
8856.75,2703.48,57780.99,
8854.76,2700.68,57778.15,
8852.42,2698.92,57776.89,
8852.85,2698.79,57776.54,
8854.39,2699.51,57777.01,
8857.39,2703.79,57781.17,
8849.36,2694.95,57773.03,
8857.81,2703.82,57781.29,
8852.11,2697.18,57775.04,
8853.14,2698.36,57776.3,
8855.08,2701.16,57778.94,
8851.31,2696.74,57774.87,
8849.5,2694.52,57772.74,
8852.84,2697.84,57776.04,
8855.1,2702.02,57780.14,
8855.42,2701.65,57779.41,
8851.85,2697.11,57775.18,
8853.81,2701,57779.18,
8853.84,2699.9,57777.95,
8859.66,2705.48,57782.57,
8853.43,2700.11,57778.31,
8854.91,2699.67,57777.5,
8855.53,2702.51,57780.53,
8851.83,2696.87,57775,
8853.58,2700.41,57778.68,
8853.36,2699.71,57777.92,
8852.21,2697.54,57775.85,
8855.06,2699.63,57777.52,
8857.96,2704.52,57782.44,
8859.13,2704.35,57781.88,
8852.24,2697.33,57775.49,
8858.1,2703.92,57781.83,
8853.55,2698.29,57776.29,
8857.21,2702.99,57781.04,
8858.12,2704.29,57782.19,
8853.71,2699.31,57777.71,
8856.68,2702.37,57780.68,
8853.51,2700.68,57779.12,
8855.1,2702.45,57780.9,
8851.52,2697.53,57776.04,
8853.38,2698.09,57776.39,
8851.63,2697.05,57775.69,
8855.4,2701.2,57779.7,
8860.32,2705.49,57783.28,
8855.12,2701.01,57779.45,
8859.59,2704.84,57782.6,
8855.68,2700.83,57779.09,
8859.9,2704.66,57782.55,
8856.39,2702.17,57780.52,
8859.82,2705.93,57784.07,
8855.69,2701.52,57779.96,
8857.89,2703.13,57781.19,
8857.94,2701.93,57779.71,
8857.35,2702.04,57779.96,
8854.9,2700.17,57778.43,
8859.14,2705.35,57783.43,
8859.5,2704.09,57781.72,
8859.24,2705.86,57783.95,
8856.02,2701.93,57779.95,
8859.84,2705.53,57783.06,
8857.02,2701.6,57779.54,
8859.15,2705.08,57782.68,
8856.25,2701.8,57779.9,
8859.87,2704.6,57782.04,
8857.66,2702.73,57780.61,
8856.67,2700.78,57778.56,
8857.65,2703.26,57781.11,
8855.99,2701.05,57778.79,
8855.68,2702.69,57781.05,
8859.53,2705.16,57782.83,
8856.62,2701.29,57779.24,
8854.68,2699.01,57776.86,
8855.05,2700.63,57778.79,
8856.72,2702.71,57780.75,
8858.11,2703.74,57781.7,
8858.86,2704.45,57782.18,
8855.88,2700.47,57778.56,
8856.41,2701.9,57780.1,
8854.39,2698.42,57776.45,
8855.28,2699.92,57778.21,
8858.22,2703.76,57781.95,
8852.83,2696.19,57774.43,
8859.98,2706.2,57784.43,
8859.87,2704.45,57782.28,
8862.97,2707.48,57785.19,
8857.07,2701.92,57780.22,
8858.6,2703.33,57781.38,
8855.16,2699.17,57777.54,
8857.89,2702.16,57780.25,
8859.43,2704.54,57782.61,
8857.46,2701.66,57779.76,
8856.67,2702.19,57780.59,
8858.39,2702.06,57780.24,
8855.22,2700.13,57778.94,
8857.74,2702.38,57780.75,
8858.03,2702.19,57780.45,
8858.62,2703.03,57781.52,
8865.81,2711.92,57789.73,
8863.38,2709.37,57787.27,
8856.43,2700.62,57779.17,
8858.54,2702.47,57780.96,
8861.32,2705.78,57783.94,
8859.65,2704.1,57782.77,
8861.34,2707.05,57785.53,
8859.05,2702.86,57781.28,
8860.3,2705.23,57783.72,
8858.55,2703.43,57782.31,
8859.07,2704.67,57783.7,
8860.79,2703.81,57782.17,
8853.61,2697.09,57776.48,
8862.41,2705.82,57784.41,
8860.64,2704.73,57783.64,
8861.1,2704.08,57782.71,
8861.14,2704.99,57783.97,
8863.05,2706.07,57784.88,
8860.23,2702.2,57781.35,
8862.4,2705.85,57784.88,
8860.27,2704.64,57784.11,
8861.46,2707.23,57786.91,
8862.5,2707.27,57786.58,
8859.01,2702.04,57781.49,
8860,2702.94,57782.49,
8865.85,2710.69,57790.07,
8861.46,2704.3,57783.5,
8861.94,2704.45,57783.79,
8860.48,2702.02,57781.51,
8862.94,2704.98,57784.38,
8862.56,2706.12,57785.72,
8865.28,2707.49,57786.6,
8864.23,2705.92,57785.32,
8861.04,2704.11,57784.01,
8865.52,2709.25,57789.15,
8863.79,2707.32,57786.88,
8866.59,2709.56,57789,
8859.8,2701.37,57781.38,
8863.7,2705.18,57784.8,
8857.04,2698.95,57779.55,
8859.3,2700.72,57781.14,
8864.55,2708.05,57788.27,
8862.96,2704.81,57784.93,
8863.1,2704.1,57784.49,
8864.1,2705.32,57785.49,
8865.47,2708.12,57788.31,
8860.57,2701.86,57782.61,
8865.42,2706.27,57786.41,
8864.38,2706.71,57787.26,
8861.16,2703.2,57783.91,
8861.74,2702.72,57783.48,
8865.25,2706.9,57787.25,
8861.62,2702.26,57782.9,
8861.16,2701.13,57781.73,
8864.26,2704.87,57785.44,
8866.61,2708.94,57789.51,
8865.98,2706.35,57786.68,
8863.15,2704.81,57785.58,
8862.04,2703.15,57783.99,
8865.54,2707.95,57788.8,
8861.72,2702.07,57782.85,
8866.27,2707.18,57787.64,
8868.35,2709.11,57789.53,
8865.45,2704.61,57784.97,
8864.39,2704.56,57785.21,
8862.31,2702.79,57783.73,
8863.22,2702.93,57783.57,
8862.81,2701.74,57782.64,
8868.89,2707.49,57787.41,
8865.79,2704.51,57784.75,
8864.14,2701.86,57782.4,
8867.93,2708.02,57788.39,
8866.19,2705.3,57785.94,
8866.39,2704.5,57784.72,
8865.14,2704.62,57785.3,
8869.24,2709.52,57789.85,
8868,2708.1,57788.47,
8862.32,2702.13,57783.38,
8865.22,2706.16,57787.3,
8867.66,2706.45,57786.98,
8869.22,2709.17,57789.66,
8863.85,2701.44,57782.03,
8859.43,2696.55,57777.77,
8866.85,2705.68,57786.5,
8872.49,2712.09,57792.31,
8867.2,2706.11,57786.71,
8866.44,2705.52,57786.19,
8864.13,2702.1,57782.88,
8860.51,2698.87,57780,
8859.77,2698.32,57779.84,
8871.9,2711.67,57791.98,
8861.74,2699.99,57781.24,
8869.44,2710.17,57790.89,
8865.37,2704.55,57785.59,
8866.21,2703.73,57784.27,
8868.91,2707.97,57788.66,
8865.92,2705.75,57786.81,
8866.44,2705.46,57786.31,
8866.2,2703.86,57784.35,
8866.86,2706.02,57786.89,
8865.79,2704.75,57785.59,
8868.07,2707.46,57788.32,
8869.55,2709.75,57790.45,
8866.68,2704.72,57785.17,
8871.43,2710.48,57790.99,
8874.08,2711.89,57791.76,
8866.71,2705.96,57786.68,
8863.19,2701.57,57782.6,
8868.94,2708.06,57788.89,
8870.61,2708.61,57788.94,
8866.57,2704.61,57785.51,
8871.73,2711.78,57792.3,
8870.47,2710.46,57791.36,
8871.92,2711.79,57792,
8861.37,2700.06,57781.35,
8863,2701.09,57782.3,
8867.39,2704.37,57784.98,
8867.68,2707.74,57788.64,
8867.18,2707.71,57788.78,
8869.71,2708.13,57788.85,
8865.2,2703.49,57784.41,
8866.88,2707.07,57788.08,
8869.95,2709.19,57789.83,
8871.93,2713.07,57793.72,
8866.49,2706.35,57787.57,
8872.6,2713.2,57793.75,
8871.38,2710.93,57791.44,
8868.3,2706.9,57787.57,
8866.16,2704.61,57785.23,
8869.27,2709.24,57789.94,
8871.89,2712.47,57793.06,
8867.04,2707.14,57787.94,
8867.73,2707.36,57788.24,
8874.39,2716.3,57796.64,
8868.63,2707.99,57788.5,
8864.68,2703.04,57783.71,
8865.88,2704.28,57784.86,
8870.11,2709.7,57790.12,
8866.46,2705.59,57786.18,
8868.32,2710.17,57791.16,
8865.82,2704.6,57785.07,
8870.39,2710.24,57790.49,
8866.46,2706.58,57787.26,
8869.25,2710.49,57790.87,
8864.82,2704.41,57784.91,
8869.09,2708.6,57788.79,
8873.84,2714.07,57793.7,
8867.63,2706.76,57786.96,
8870.77,2711.31,57791.31,
8870.22,2710.14,57789.96,
8871.03,2711.32,57790.94,
8866.33,2705.71,57785.86,
8868.55,2708.46,57788.29,
8869.08,2708.34,57787.93,
8865.77,2706.47,57786.78,
8865.95,2706.31,57786.33,
8870.06,2710.28,57789.92,
8871,2711.14,57790.4,
8869.44,2709.09,57788.42,
8868.02,2708.01,57787.85,
8871.43,2713.32,57792.61,
8868.13,2708.41,57787.68,
8864.63,2703.56,57783.04,
8869.87,2709.61,57788.68,
8871.79,2711.13,57789.51,
8870.22,2710.28,57789.05,
8868.83,2709.56,57788.38,
8873.18,2713.47,57791.67,
8868.21,2707.87,57786.72,
8874.75,2717.12,57795.45,
8870.77,2711.48,57789.92,
8871.6,2713.25,57791.65,
8870.24,2709.25,57787.1,
8863.3,2702.51,57781.33,
8869.02,2709.55,57787.75,
8870.54,2712.6,57790.72,
8869.64,2712.06,57790.22,
8870,2712.27,57790.57,
8873.35,2715.46,57792.98,
8870.42,2711.09,57788.63,
8865.41,2705.51,57783.57,
8868.94,2709.92,57787.79,
8870.59,2713.14,57790.96,
8871.35,2712.51,57789.86,
8866.9,2707.19,57785.15,
8871.01,2712.12,57789.52,
8870.71,2711.31,57788.71,
8868.38,2708.9,57786.44,
8864.82,2705.72,57783.63,
8871.6,2713.37,57790.59,
8870.73,2710.05,57786.85,
8871.35,2711.51,57788.46,
8871.99,2713.52,57790.56,
8865.11,2706.71,57784.53,
8871.57,2713.93,57791.26,
8875.86,2718.47,57795.15,
8867.22,2707.11,57784.39,
8866.26,2707.56,57785.17,
8875.02,2717.35,57794.04,
8872.59,2715.1,57792.1,
8873.45,2717.29,57794.32,
8870.98,2712.64,57789.57,
8870.08,2711.41,57788.4,
8873.38,2714.52,57791.4,
8868.85,2710.53,57787.84,
8872.39,2713.83,57790.8,
8876.28,2718.68,57795.23,
8868.23,2708.26,57785.27,
8868.6,2709.48,57786.77,
8876.69,2717.26,57793.45,
8872.53,2713.21,57789.99,
8869.82,2711.66,57788.79,
8869.27,2710.98,57788.38,
8870.22,2711.23,57788.32,
8871.38,2711.3,57788.14,
8870.62,2710.16,57787.13,
8879.17,2720,57796.26,
8871.57,2711.67,57788.76,
8873.25,2715.45,57792.26,
8874.08,2716.41,57793.38,
8870.83,2712.03,57789.21,
8872.75,2713.85,57790.78,
8876.95,2717.27,57793.7,
8874.19,2715.58,57792.57,
8872.29,2713.19,57790.29,
8873.73,2714.03,57790.8,
8875.73,2716.31,57792.96,
8877.84,2719.11,57795.79,
8871.14,2710.23,57787.32,
8876.3,2716.54,57793.41,
8878.01,2717.81,57794.11,
8875.45,2717.05,57794.13,
8869.15,2708.57,57785.73,
8872.5,2711.86,57789.14,
8871.74,2710.29,57787.43,
8871.2,2711.7,57789.42,
8877.04,2718.33,57795.25,
8877.84,2718.74,57795.42,
8870.32,2712.2,57790.13,
8875.52,2715.81,57792.8,
8875.86,2715.14,57791.98,
8876.36,2716.91,57794.03,
8871.63,2711.01,57788.33,
8874.5,2713.35,57790.39,
8872.99,2711.36,57788.62,
8874.23,2713.77,57791.22,
8873.89,2712.42,57789.64,
8872.99,2712.42,57790.05,
8868.86,2707.2,57785.02,
